ISBN	Titulo	 Autor	 Categoria	 Ano
8142-5373-1858-820	Caverna de emergência  Espirro	Lucas Moreira	Terror	1945
1071-3545-2940-6220	Guerra Sagrada  Galinha	Renan da Costa	Terror	1992
9615-8933-4797-6609	luta da verdade  Triste	Luiz Henrique Nogueira	Terror	1949
7335-5071-8959-6888	Bombarda da Democracia papel	Emanuella Peixoto	Terror	1959
5298-6891-8945-5016	Carga de Expiacao  Fogão	Davi Lucca Pereira	Terror	1974
7023-7108-5898-3748	Fuga de estipulacao  Táxi	 Caroline Viana	Terror	1962
3934-2716-8451-3078	Demolir da Agressao  Sapo	Davi Lucas Farias	Terror	1950
9515-291-4930-7174	Pancada de ira  Orelhas	Raul Goncalves	Terror	2013
3933-4048-5904-570	Fortificacao de Assalto papel	Isadora Cavalcanti	Terror	2000
1976-4-6347-4782	contador de traicao  Copo	Leticia Porto	Terror	1912
4551-1629-7818-4189	Resgate da Imunidade  Bicicleta	Lorena da Mota	Terror	1913
5895-5536-5269-4192	Derrota da Restituicao  Triste	Sabrina da Costa	Terror	1961
3635-1418-4523-7474	Jardim e brasas  Pipa	Davi Lucca Cardoso	Terror	2016
4936-7510-2433-770	Avivamento e palavras  Tosse	Lavinia Fogaca	Terror	2009
9156-6942-4862-6325	Ordem e Decada  Beliscão	Ana Clara Novaes	Terror	1958
8192-8357-7967-8313	Execucao e Sombra  Fogão	Ryan Campos	Terror	1927
6733-5109-3310-3418	Armas e Imperio autocarro	Yago Goncalves	Terror	1935
3265-9344-6934-2622	Decada e Dinastia  Balé	Maite Gomes	Terror	2009
5799-2557-55-4986	caca e viagem  Futebol	 Joao Felipe Barros	Terror	1948
4239-654-7982-5881	Cavaleiros e Câmara  Tesoura	Levi Nogueira	Terror	2016
2421-6996-1375-7492	vinganca e assassinato  Espirro	Luiz Miguel Pereira	Terror	1952
3707-752-629-9757	Tesouros e Defesa  Bebê	Joao Pinto	Terror	1957
3602-979-8243-9448	Imortais e verdade  Tosse	Yasmin Souza	Terror	1935
3304-1067-6322-3642	Infinito e Vampiros  Óculos de grau	Elisa Mendes	Terror	2008
5066-4182-9015-8559	Salvacao e Existência  Café	 Bianca Vieira	Terror	1959
5348-7403-8852-6658	Mal e Evolucao  Martelo	Thomas Castro	Terror	1955
2835-6969-7750-1487	Prototipos e Valor  Escova de dente	Thomas Pinto	Terror	1956
3934-9117-8051-4313	Vitoria e medo  Chocolate	Ana Sophia Lopes	Terror	1964
7941-1877-1619-296	Fe e Oraculos  Beliscão	 Clarice da Mata	Terror	1973
3271-8500-6342-6329	Lobisomens e poder  Copo	Gabrielly da Cunha	Terror	2014
8820-1282-1714-3705	Fogo e Frenesi  Espirro	 Lais Campos	Terror	1966
4658-6797-4823-5144	Logica e Escombros  Peixe	Vitor Hugo Santos	Terror	1917
6085-7123-6777-8132	Bodybot  Pipa	Clarice Dias	Terror	1931
7356-6598-5730-8683	ultracry  Colher	 Emilly Fogaca	Terror	2022
4465-2704-8278-3048	Alpharage  Bola	Francisco da Conceicao	Terror	2019
4508-4223-7044-5460	Corrida maluca  Beliscão	Yasmin Lopes	Terror	1981
2480-5194-4121-9523	Emberline  Bola	Vitoria Goncalves	Terror	2017
9911-7145-5472-3504	Ultrafobia  Chifres	Pedro Freitas	Terror	2016
3547-5984-8641-1503	Bodyflight  Pipa	Thiago Costela	Terror	1985
8807-4385-3598-4753	Bladestar  Violão	Larissa Souza	Terror	2021
4336-1038-2062-3870	Alterdoom  Rato	Leticia Goncalves	Terror	1943
3629-9470-4412-3996	Dreadplan  Bebê	Gabrielly da Cruz	Terror	1952
8703-5453-2594-499	Projeto Sombrio  Beliscão	Julia Campos	Humor	1914
7274-5177-7934-1611	traicao morta  Bicicleta	Erick Teixeira	Humor	1918
694-2018-7747-1068	Alerta Infinito  Chifres	Nicolas Duarte	Humor	1961
3120-4503-8002-3354	Fuga Estelar  Avião	Calebe Silveira	Humor	1966
5277-441-3258-7058	Castelo do Guerreiro autocarro	Juliana Cardoso	Humor	2015
3800-5488-5624-1256	Fronteira Fria  Lápis	Emilly Cardoso	Humor	1918
3404-5517-7529-4020	virus parasita  Escova de dente	 Vitor Nunes	Humor	2005
5347-9717-5251-9469	Legado do Armagedom  Triste	Benjamin Nascimento	Humor	1996
4555-9338-6003-9918	Conflito de Lobisomem  Pescador	Erick Nunes	Humor	2007
4214-4814-8879-6891	Predador da Alma  Elefante	Ana Sophia Peixoto	Humor	1955
8631-8071-6430-8395	Resistir ao heroismo  Golfe	Eduardo Nogueira	Humor	2009
9742-5881-7849-1577	Retaliacao da Lei  Notebook	Valentina Nunes	Humor	1922
1772-8177-6629-2902	Fortalecimento da Restituicao  Tosse	Isabella Carvalho	Humor	2001
6931-9231-1038-2057	Incinerar da Acusacao  Basquete	 Joana Araujo	Humor	1997
7549-8940-6597-7823	guarda da verdade  Café	Fernanda Melo	Humor	2002
5778-7739-3900-5367	Pilhagem da Salvacao  Piada	Kevin Silveira	Humor	1954
1248-8839-2985-1395	Divisao da Hipocrisia  Tesoura	Julia Cavalcanti	Humor	1918
2000-5524-4860-9961	regra de invasao  Martelo	Alice Freitas	Humor	1939
6084-7155-5208-349	explosao de regra  Pescador	Valentina Alves	Humor	1983
2410-966-7652-6591	Contador de Ira  Pular	Maria Fernanda da Luz	Humor	1992
5114-4990-1706-4600	Sinfonia e filhos  Golfe	Agatha Freitas	Humor	1964
6756-3879-7728-2959	brasas e caca  Orelhas	Natalia Ferreira	Humor	1948
4257-7172-7266-5360	Armas e Escalada  Futebol	 Ana Alves	Humor	2009
7527-4863-867-4897	Ecos e palavras autocarro	Felipe Ferreira	Humor	1947
4547-423-6236-9314	Dias e idade  Tesoura	Maite Freitas	Humor	2003
1803-4663-5756-6946	poder e forca  Bicicleta	 Luiz Otavio da Cruz	Humor	1925
2543-5199-9574-7240	Remorso e Sombra  Orelhas	Joana da Cunha	Humor	1925
4494-9162-5102-8269	Defesa e Enterro  Controle remoto	Alana Fernandes	Humor	2016
5073-7588-3184-1552	Armas e Brasas  Pular	Eduarda Nunes	Humor	1995
2930-9243-4520-8919	Semana e vinganca  Golfe	 Leonardo Dias	Humor	2000
7538-1410-2282-5252	Barbaros e Pesadelos  Colher	Yago Duarte	Humor	2001
3126-9123-1992-704	Resistência e Harmonia  Piada	Maria Luiza Azevedo	Humor	1974
6341-1186-1666-6176	Lobisomens e Insanidade  Violão	Felipe Duarte	Humor	2008
9042-4467-447-26	Vitoria e Evolucao  Chorar	Isabelly Silva	Humor	1975
2597-3664-7537-1663	Imortais e duvidas  Bicicleta	Maria Fernanda Nunes	Humor	1986
5369-6966-6927-1294	Androides e Liberdade  Cadeira	Isadora da Mota	Humor	2001
6111-8647-7302-1476	Ordem e Ambicao  Pipa	Natalia Gomes	Humor	2011
9189-6943-496-8186	caos e dever  Copo	Esther Costa	Humor	1935
9418-9121-8071-5848	Resistência e Poder  Pescador	Heitor Costela	Humor	2013
9699-7453-4450-7567	Poder e Miseria  Bola	Laura Fogaca	Humor	2008
1893-7039-8489-461	trabalhos demoniacos  Tosse	Luiza Lima	Humor	1991
6807-646-7596-9222	arquefobia  Futebol	Daniel da Cruz	Humor	1993
6721-2722-2142-3350	Madside  Bebê	Maria Vitoria Cunha	Humor	1983
6579-6981-8413-1271	Blockflight  Violão	 Joao Vitor Farias	Humor	1996
906-9000-3211-1905	Bulletbot  Espirro	Ana Julia Peixoto	Humor	2013
5658-4049-9596-2830	Alfalândia  Galinha	Maria Clara Silveira	Humor	1995
5063-2279-6258-584	Farchase  Rato	Mariana Rodrigues	Humor	1986
2825-2286-8267-7661	Warmania  Futebol	Clarice Fernandes	Humor	2021
1291-626-4554-1110	Tempestade de Dragoes  Elevador	 Vitoria da Cunha	Humor	1930
4876-7908-7249-6507	deltanita  Tesoura	Felipe Mendes	Humor	1962
2703-5922-824-639	Impacto do trovao  Beliscão	Levi da Mata	Misterio	1969
8422-3366-524-3323	Recompensa Fantasma  Tosse	Melissa da Rosa	Misterio	2012
4776-7161-8852-5623	Pesadelo Humano  Bebê	Ana Luiza Silva	Misterio	2017
2972-9875-2705-9580	Guerra do Chrome  Pato	Helena Nunes	Misterio	1994
5716-2714-3703-8452	fuga de combate  Cadeira	Vitoria Rezende	Misterio	1980
3262-2814-4284-477	Celula Fantasma  Lápis	Emanuel Silveira	Misterio	1977
1114-1315-9552-471	Ataque Especial  Pescador	Maria Fernanda Peixoto	Misterio	1926
3806-4083-2794-8108	Apenas ligue  Bebê	Barbara da Paz	Misterio	1990
7282-359-6521-576	lâmina mortal  Pipa	 Maria Cecilia Moura	Misterio	1975
8274-6518-3642-616	Sonho de Tempestade  Chocolate	 Camila Silva	Misterio	1935
7501-5357-1134-7261	corrida de hipocrisia  Pescador	Emanuel Rocha	Misterio	1958
4441-4972-2103-446	Demolicao da Vinganca  Fotógrafo	 Lais Azevedo	Misterio	1914
7523-5178-5588-864	Ascensao da Hipocrisia  Tesoura	Isabella Goncalves	Misterio	1964
1253-7927-9634-9592	batalha de traicao  Rato	 Catarina Caldeira	Misterio	1994
3783-1672-9034-4516	Resistir a Violacao papel	Isadora Lopes	Misterio	1984
2626-1274-4948-895	luta de redencao  Bola	Isadora Rocha	Misterio	1954
980-8394-6347-1744	Fuga de Mentiras  Balé	Raquel das Neves	Misterio	1925
381-263-2902-3091	Choque de Duplicidade  Tesoura	Barbara Silva	Misterio	1918
3756-7588-7967-4906	Resistir a Traicao  Café	Caroline Rocha	Misterio	1957
6915-9378-5348-8674	plano de mentiras  Orelhas	Kamilly Ferreira	Misterio	1944
6634-7241-6628-8414	Terra e Armas  Elefante	Gabrielly Melo	Misterio	1924
1654-4702-9537-5319	Barragem e Defesa  Bola	 Leandro da Conceicao	Misterio	1985
7741-4928-1021-7907	Descida e Cidade autocarro	Luna Nascimento	Misterio	1999
985-6511-1358-6694	Perigo e Morte  Orelhas	 Olivia Porto	Misterio	1989
9483-4305-531-7598	Crônica e Planeta  Celular	Davi Lucca Nogueira	Misterio	2018
436-4513-3626-6455	Sinfonia e Ecos  Sofá	Pedro Silveira	Misterio	1930
4673-8353-7483-3160	Doom e Rush  Bola	Daniela Rocha	Misterio	1920
6332-3746-937-6950	ciência e mundo  Pipa	Luiz Otavio Almeida	Misterio	1935
693-6460-1100-3896	Casa e Dinastia  Pinguim	Giovanna Ferreira	Misterio	1915
3433-5273-3348-8721	Perigo e sepulturas  Bola	Anthony Souza	Misterio	1940
5322-972-3611-4889	Androides e nada  Espirro	Helena Sales	Misterio	1985
1260-8262-1604-2136	Esperanca e Oraculos  Bicicleta	Yago da Cunha	Misterio	1952
2878-6519-4970-8187	Sanidade e Fortuna  Balé	Isis Azevedo	Misterio	1968
5428-9764-9847-8766	Vampiros e Ambicoes  Rato	Julia Fernandes	Misterio	1953
2552-327-5283-5114	Furtividade e Explosoes  Bola	Amanda Martins	Misterio	1931
213-2263-7156-6512	Furtividade e Androides  Pescador	Sofia Oliveira	Misterio	1936
6273-1738-8533-6239	Ordem e gangues  Futebol	Pedro Miguel Duarte	Misterio	1933
7278-3126-4842-7176	Destino e Logica  Espirro	Larissa da Cunha	Misterio	1953
7099-5839-9613-3602	Guerra e tempo papel	 Eloah Araujo	Misterio	2008
7720-8543-3853-9945	Almas e Miserias  Bola	Joao Felipe Alves	Misterio	1992
8435-5964-1296-8034	celula cruzada  Elefante	Ana Laura Rezende	Misterio	1949
8155-7091-2635-4946	Bioreign  Copo	 Lucca Duarte	Misterio	1990
6616-2761-8915-8540	Chuva de sangue  Orelhas	Joaquim Ramos	Misterio	2000
1475-7643-5465-8149	Mortofobia  Beliscão	Enrico Nascimento	Misterio	2009
7392-7166-7137-1396	Bodyblade  Notebook	Emanuelly Pinto	Misterio	1971
5121-9227-1645-8791	ponto de fronteira  Sofá	Leandro da Rocha	Misterio	1945
8386-9030-5689-1148	tiro de guerra  Chifres	Marina Goncalves	Misterio	1954
5046-2120-3838-9179	endosso  Chocolate	Alice Gomes	Misterio	1939
1417-4752-612-2174	Dreaddude  Escova de dente	Luigi Costela	Misterio	1963
4588-1536-4255-2630	Archeheart  Bebê	Ana Laura Moreira	Misterio	1944
6749-3308-9274-2508	barragem esquecida  Tesoura	Esther Jesus	Nao-ficcao	1968
3775-5117-6096-4316	Guerra Celestial  Pinguim	Nicole da Costa	Nao-ficcao	1985
5961-3247-3317-2127	Matando o Pânico  Orelhas	Maysa Teixeira	Nao-ficcao	2010
1468-2700-8443-7990	Maldicao do Fantasma  Colher	Cecilia Freitas	Nao-ficcao	1948
799-2960-5945-712	idade do sangue  Espirro	 Thales Ramos	Nao-ficcao	1975
3034-3714-3116-3178	Descoberta do Android  Pescador	 Alana Campos	Nao-ficcao	2018
6077-5289-8772-802	sindrome sagrada  Basquete	Benicio Dias	Nao-ficcao	1984
1480-7126-4969-1633	elementos da alma  Tosse	Erick Ribeiro	Nao-ficcao	1919
1454-7103-1478-2370	Galaxia Recompensa  Pato	Clara Pires	Nao-ficcao	1964
541-8025-1373-2866	Agente de Tempestade  Sofá	Mariana Pinto	Nao-ficcao	1973
1881-1441-4616-5667	cerco da razao  Controle remoto	Matheus Costela	Nao-ficcao	1915
2717-7155-7770-3145	estrategia de herois  Beliscão	 Emilly Moreira	Nao-ficcao	1915
6463-5821-6264-9717	Golpe de Duplicidade  Rato	 Joao Gabriel da Luz	Nao-ficcao	2017
8639-2569-2743-750	Nocaute da Ira  Martelo	Thiago Ferreira	Nao-ficcao	1980
2690-1954-8588-2669	vinganca da invasao  Basquete	Maria Luiza Aragao	Nao-ficcao	2017
1717-6293-4672-5475	Fuga da Trapaca  Lápis	Ana Luiza da Cunha	Nao-ficcao	1954
5071-9185-781-4392	invasao da liberdade  Espirro	Barbara Alves	Nao-ficcao	1984
2236-7105-6007-6189	Comando de Acusacao  Óculos de grau	Ian Castro	Nao-ficcao	2014
4320-7249-2318-8359	Resistir a Oportunidade  Balé	Marcela Nogueira	Nao-ficcao	2013
602-8265-2772-6198	Rompimento da Restituicao  Tosse	Valentina Novaes	Nao-ficcao	2022
746-2331-4780-2494	Ruas e Decada  Golfe	Emanuelly Correia	Nao-ficcao	2021
8655-5523-5581-6017	sombra e filhos  Piada	Gustavo Henrique Vieira	Nao-ficcao	2017
8337-4048-801-9006	Feiticos e Missao  Galinha	 Ryan Nascimento	Nao-ficcao	1947
8715-3169-482-7611	Retribuicao e caca  Gato	Eduarda Cardoso	Nao-ficcao	1930
3046-2117-6702-8630	ponte e cavaleiros  Controle remoto	Natalia Goncalves	Nao-ficcao	1915
5462-7698-8418-9598	Galaxia e Natureza  Elefante	 Davi Correia	Nao-ficcao	2013
93-9263-9617-527	Cronica e Espaco  Peixe	Anthony Nogueira	Nao-ficcao	2015
6651-3981-1908-219	Assassinato e Ecos  Cadeira	Ana Barbosa	Nao-ficcao	1958
3885-5854-9454-424	Destruicao e Comando  Bicicleta	Andre Oliveira	Nao-ficcao	1969
6868-3541-3922-5996	Perdicao e Culto  Peixe	 Ana Fogaca	Nao-ficcao	2006
6454-2590-2372-3658	Herois e Furtividade  Celular	Yago Oliveira	Nao-ficcao	1943
9439-7806-202-5894	Almas e Sanidade  Bola	 Miguel Moraes	Nao-ficcao	1951
9736-7987-7986-7480	Inocentes e Esqueletos  Aplaudir	Sophie da Mata	Nao-ficcao	1983
5405-1993-8191-7520	Duvidas e Pesadelos  Tosse	Camila da Mota	Nao-ficcao	1982
2852-6653-8794-1842	demônios e caos  Rato	Vitoria Fernandes	Nao-ficcao	1955
2418-2211-7554-441	Ambicao e enigmas  Espirro	Maria Alice Freitas	Nao-ficcao	1913
7247-6628-5022-9132	luta e esperanca  Galinha	Milena Melo	Nao-ficcao	2001
2378-8126-548-4797	Traicao e Oraculos  Cachorro	Isadora Costa	Nao-ficcao	1978
4012-8988-6808-5787	Sacrificio e Controle  Beliscão	Enzo Novaes	Nao-ficcao	1957
6173-566-3339-7032	Duvida e Desordem autocarro	Luna Nogueira	Nao-ficcao	1974
5846-9669-7384-7819	Ponto de Sangue  Elefante	Lavinia Pereira	Nao-ficcao	1957
5346-2307-7896-6401	fartech papel	Henrique Nogueira	Nao-ficcao	1966
6708-2853-7417-579	Archesky  Peixe	Bruno Ramos	Nao-ficcao	1992
9131-7407-6731-4077	Bulletreign  Cadeira	Beatriz Lopes	Nao-ficcao	1936
3483-6304-1502-6308	Evercore  Martelo	Valentina Ferreira	Nao-ficcao	1957
1385-6634-1399-5520	vida eterna  Balé	Laura Dias	Nao-ficcao	2017
781-2130-7405-3124	caca cruzada  Sapo	Juliana Ramos	Nao-ficcao	1920
4440-160-3776-5808	Perseguicao dos Sonhos  Violão	Rebeca Monteiro	Nao-ficcao	1960
1507-2756-9078-1182	Dragonsky  Tesoura	Andre Cunha	Nao-ficcao	1976
1357-7632-8289-5410	Everrain  Bebê	 Enrico Peixoto	Romance	1933
355-6039-4577-4276	Cruzada Mortal  Táxi	Igor Pinto	Romance	1929
7500-1752-9460-2974	Ego Matador  Notebook	 Davi Lucca Cavalcanti	Romance	1997
700-4870-1281-2423	Sistema de Lobisomem  Pinguim	Sarah Barros	Romance	1964
132-6457-3589-6894	sirene privada  Chifres	Danilo Barbosa	Romance	1945
3560-4663-1304-7981	Comando Blindado  Sofá	Juan Lima	Romance	1958
4419-962-9417-7139	Cruzada Humana  Gato	Joao Barros	Romance	1963
4500-3020-8165-4188	Sistema Infinito  Orelhas	Helena Freitas	Romance	1926
7515-7752-6216-1922	pânico infectado  Copo	Alexandre Pires	Romance	1994
7641-5028-5586-8708	Agente Nuclear  Pinguim	Evelyn Nascimento	Romance	1924
2915-6169-5050-3607	Grande Reino  Chorar	Paulo Silva	Romance	1934
8203-1370-922-43	Aumento da Infracao autocarro	Raul Goncalves	Romance	1974
5298-8135-4912-7619	vinganca de mentiras  Elevador	Sarah Costa	Romance	1953
5922-1228-48-9590	Destruicao do Conflito  Balé	Ana Vitoria Correia	Romance	2005
9708-7920-3195-8777	Incinerar da Democracia  Espirro	Barbara Barros	Romance	1955
8574-4331-8448-44	pilhagem de trapaca  Balé	Ana Beatriz Castro	Romance	1999
7038-3389-9641-3762	Ataque de Trapaca  Avião	Mariana das Neves	Romance	1945
8998-2200-813-1538	ataque de guerra  Tesoura	Marcos Vinicius Sales	Romance	2022
4917-9506-5137-4586	Estrategia de Mentiras  Colher	Lara Novaes	Romance	1919
1397-3166-543-9970	Incinerar de Oportunidade  Avião	Fernando Oliveira	Romance	1999
7115-5213-6049-7688	Limpe a liberdade  Peixe	 Maite Gomes	Romance	1928
7145-745-164-5893	Dia e Apocalipse papel	 Noah da Rosa	Romance	1977
1159-3853-7114-7393	Labirinto e tesouros  Elefante	Larissa da Mota	Romance	1948
4741-8377-9530-3729	Filhos e Destruicao  Tesoura	 Emanuella Araujo	Romance	1989
9868-5670-3593-3378	Jardim e Ordem  Copo	Pietra Souza	Romance	1934
7513-296-4233-5537	Fortaleza e Dimensao  Sapo	Nicolas Pereira	Romance	1953
6911-7043-8709-325	sonho e espada  Sapo	Maria Clara Rodrigues	Romance	1963
9845-3750-4881-7368	Lei e armas  Espirro	Joao Pedro Moreira	Romance	2020
9618-5088-6050-862	Batalha e viagem  Chifres	Luiz Otavio Duarte	Romance	1963
2883-1377-4775-5923	armas e planeta  Basquete	Lara Oliveira	Romance	1947
2372-5226-898-6429	Jornada e Barragem  Golfe	Maria Vitoria Araujo	Romance	1983
6676-2012-43-3636	luta e lendas  Tosse	Nathan Oliveira	Romance	1967
4801-4295-9526-3902	Mentiras e Evolucao  Basquete	Heloisa Santos	Romance	2012
5823-8010-9991-4187	Sonhos distorcidos e gangues  Copo	Andre Ferreira	Romance	1980
6346-8476-7723-1155	Barbaros e Destruicao  Chocolate	Bruno Porto	Romance	1918
2903-7502-1710-5943	Duvida e Ordem autocarro	Clara Carvalho	Romance	1944
1331-2514-9699-7410	Solidao e Miseria  Gato	Bernardo Carvalho	Romance	1972
5486-5211-2056-9399	Liberdade e Imortais  Golfe	Levi Martins	Romance	1957
4081-8984-7828-8950	Harmonia e Caos  Sapo	Bruna Dias	Romance	1921
5271-9391-8661-947	Acao e Evolucao  Escova de dente	 Camila Fogaca	Romance	1931
3401-501-9589-8958	Desorganizacao e Acerto de Contas  Táxi	Pietro Jesus	Romance	1960
1855-1456-4419-5051	Deltadoom  Rato	Kaique Jesus	Romance	1985
6785-3388-412-8354	Blockland  Martelo	 Luiz Gustavo Cardoso	Romance	1961
9607-8237-1377-8755	Bloodcore  Chifres	 Caua Silva	Romance	1995
2326-1138-7785-483	Dreadlust  Martelo	Nicolas Ribeiro	Romance	1976
6229-9779-5811-3970	Geolândia  Chocolate	Manuela da Conceicao	Romance	1930
5393-4357-4112-7100	Cyberdude  Fotógrafo	Carlos Eduardo Melo	Romance	1922
5027-7577-1807-9678	robô de batalha  Triste	Amanda Moreira	Romance	1912
7633-9447-2725-5765	Dreadside  Chifres	Thales Rodrigues	Romance	1948
9287-9304-2393-3860	Crystalblaze  Tosse	Diego Ferreira	Romance	1948
1276-7638-4618-5566	Astroblast  Fogão	Alicia da Cunha	Romance	2007
885-897-5154-7879	Cruzada Mortal  Copo	Rafael Araujo	Ficcao Cientifica	2004
8683-9572-440-4412	Ego Matador  Pescador	Benicio Lima	Ficcao Cientifica	1965
6651-2424-5531-9394	Sistema de Lobisomem  Espirro	Vinicius Rodrigues	Ficcao Cientifica	1929
4758-3056-9320-7647	sirene privada  Tosse	Isaac Azevedo	Ficcao Cientifica	1946
4876-3548-4254-1345	Comando Blindado papel	Ana Sophia Ribeiro	Ficcao Cientifica	1933
8261-8473-1405-584	Cruzada Humana  Cadeira	Sophia Mendes	Ficcao Cientifica	2003
565-9970-2410-6754	Sistema Infinito  Rato	Sabrina Alves	Ficcao Cientifica	2015
4499-170-1607-6	pânico infectado  Piada	Igor Lima	Ficcao Cientifica	1999
8355-6518-9196-455	Agente Nuclear  Futebol	 Murilo Barros	Ficcao Cientifica	1991
5924-448-454-1988	Grande Reino  Cachorro	 Isadora Moraes	Ficcao Cientifica	1984
9443-7954-3027-5942	Aumento da Infracao  Basquete	Joao Vitor Cunha	Ficcao Cientifica	1968
2729-5131-495-255	vinganca de mentiras  Controle remoto	 Raquel Rodrigues	Ficcao Cientifica	2020
1986-6904-1538-4915	Destruicao do Conflito  Triste	Davi Luiz da Rocha	Ficcao Cientifica	1928
2381-2273-8006-6073	Incinerar da Democracia  Avião	Ana Carolina da Luz	Ficcao Cientifica	1975
7605-7190-9823-516	pilhagem de trapaca  Beliscão	Bernardo Nogueira	Ficcao Cientifica	1913
6954-7998-8177-5632	Ataque de Trapaca  Colher	Ana Livia Monteiro	Ficcao Cientifica	1933
7657-2784-5905-8528	ataque de guerra  Gato	Maysa Cardoso	Ficcao Cientifica	1955
1702-8637-6833-3855	Estrategia de Mentiras  Chorar	Thiago da Cruz	Ficcao Cientifica	1968
8191-3642-7682-1301	Incinerar de Oportunidade  Escova de dente	Renan Cavalcanti	Ficcao Cientifica	1978
4026-2393-6046-1976	Limpe a liberdade  Colher	Benjamin da Cunha	Ficcao Cientifica	1931
929-79-6524-8651	Dia e Apocalipse  Bicicleta	Emanuella Oliveira	Ficcao Cientifica	2021
9065-5243-2646-4255	Labirinto e tesouros  Sapo	Isaac Novaes	Ficcao Cientifica	1964
9292-8753-9383-9596	Filhos e Destruicao  Bola	Emilly Oliveira	Ficcao Cientifica	1972
154-1990-5784-7939	Jardim e Ordem  Peixe	Sofia Castro	Ficcao Cientifica	2015
9873-6992-2718-3666	Fortaleza e Dimensao  Tosse	Sophie das Neves	Ficcao Cientifica	1954
4588-8020-740-3627	sonho e espada  Bicicleta	 Joao Barbosa	Ficcao Cientifica	1981
7400-7292-1007-5034	Lei e armas  Galinha	Marcos Vinicius Pires	Ficcao Cientifica	1927
2615-9203-8238-9791	Batalha e viagem  Pinguim	Elisa Pereira	Ficcao Cientifica	1967
7071-6527-8699-3551	armas e planeta  Pinguim	 Vitor Gabriel Almeida	Ficcao Cientifica	1969
6474-3901-5615-6751	Jornada e Barragem  Futebol	Kevin da Cunha	Ficcao Cientifica	1923
7762-2240-5922-5354	luta e lendas  Pular	Caroline Cardoso	Ficcao Cientifica	1935
5521-4566-7718-3810	Mentiras e Evolucao  Bola	Gabriela Silveira	Ficcao Cientifica	1981
1760-8986-9426-8707	Sonhos distorcidos e gangues  Chorar	Bernardo Peixoto	Ficcao Cientifica	1912
3062-2969-2765-7811	Barbaros e Destruicao  Escova de dente	Nicole da Costa	Ficcao Cientifica	1999
5874-9317-9675-472	Duvida e Ordem  Táxi	Erick Duarte	Ficcao Cientifica	2002
7889-7014-2748-9531	Solidao e Miseria  Triste	Lucas Gabriel da Cruz	Ficcao Cientifica	1989
1958-4370-3548-3422	Liberdade e Imortais  Futebol	 Gabriel Carvalho	Ficcao Cientifica	1966
8945-5488-6686-4282	Harmonia e Caos  Escova de dente	Juliana Moreira	Ficcao Cientifica	2005
4828-682-9481-5247	Acao e Evolucao  Gato	Emanuel Farias	Ficcao Cientifica	1938
7178-3776-966-8067	Desorganizacao e Acerto de Contas  Fogão	Thales Jesus	Ficcao Cientifica	1959
5187-8758-6810-7888	Deltadoom  Lápis	Andre Silva	Ficcao Cientifica	2011
8958-1200-1170-8121	Blockland autocarro	Danilo Moreira	Ficcao Cientifica	1961
2683-2738-3480-9329	Bloodcore  Basquete	 Luiz Gustavo da Luz	Ficcao Cientifica	1917
5096-202-1041-5724	Dreadlust  Piada	Caue Cardoso	Ficcao Cientifica	1922
6798-6173-4059-807	Geolândia  Notebook	Ian Teixeira	Ficcao Cientifica	1959
6323-8492-1151-8827	Cyberdude  Beliscão	Igor Mendes	Ficcao Cientifica	2009
6464-8528-3576-8436	robô de batalha  Sapo	Amanda Mendes	Ficcao Cientifica	1920
2928-4442-259-4757	Dreadside  Pato	Caua Martins	Ficcao Cientifica	2002
1428-8750-1107-3805	Crystalblaze  Gato	Joao Gabriel Ferreira	Ficcao Cientifica	1959
4947-1615-481-4956	Astroblast  Pescador	Luiza Ribeiro	Ficcao Cientifica	1964
